Title,Stars,Reviewers,Cost,Page Count,Levels 1-4,Levels 5-10,Levels 11-16,Levels 17+
Grasp of the Emerald Claw: An Expansion and 5e Conversion Guide,5.0,7,4.99,32,0,1,0,0
Encounters in the Savage Frontier,4.6,44,14.95,72,0,1,0,0
Death is Only the Beginning? - Level 3 Mini Adventure,4.5,24,0.0,7,1,0,0,0
AE01-01 Fired & Forgotten by Imogen Gingell,4.7,40,4.95,22,1,0,0,0
The Contract: Replayable One-Shot for D&D 5e,4.9,9,2.0,11,1,0,0,0
Warriors of Sehanine,4.9,50,4.95,38,1,1,0,0
The Red City: Demiplane of Dread,5.0,3,24.99,78,0,0,0,0
Play the Game (WBW-DC-NBDD-01),5.0,1,4.99,36,0,1,0,0
The Multiverse Files: Curse of Strahd,-1.0,0,7.95,27,0,0,0,0
DDAL05-07 Chelimber's Descent (5e),3.4,119,3.99,29,1,0,0,0
In The Black Midwinter,4.5,32,2.99,47,1,0,0,0
DDAL08-03 Dock Ward Double Cross,3.4,57,4.99,34,1,0,0,0
Labyrinth of Thorns (A Requiem of Wings #2),4.7,27,1.99,19,1,1,0,0
Villains & Lairs II,5.0,14,9.95,80,1,1,0,0
Encounters in Candlekeep,4.8,4,14.99,81,0,0,0,0
DDAL04-03 The Executioner (5e),2.5,51,2.99,31,1,0,0,0
DDAL05-17 Hartkiller's Horn (5e),4.3,99,3.99,34,0,1,0,0
Whispers of the Vampire's Blade: A Remix and 5e Conversion Guide,5.0,9,5.99,66,1,0,0,0
Dragon on the Mount - Tier 1 Adventure,4.9,18,1.0,10,1,0,0,0
Killer Kobolds from Outer Space,4.9,35,4.99,22,1,0,0,0
DDAL04-08 The Broken One (5e),4.2,32,2.99,29,0,1,0,0
DDAL-ELW04 Jack of Daggers,3.8,21,4.99,20,1,0,0,0
"Devil of a Night, a Waterdeep: Dragon Heist Side Quest",4.5,8,0.99,20,1,0,0,0
Icewind Dale: Rime of the Frostmaiden Adventure Bundle 1,5.0,6,7.95,37,1,1,0,0
DDAL07-05 Whispers in the Dark (5e),4.1,76,2.99,-1,1,0,0,0
Random Encounters Expanded,4.6,91,0.0,76,0,0,0,0
DDAL04-13 The Horseman (5e),4.1,24,2.99,26,0,1,0,0
Evermelt - expanded maps and content for Rime of the Frostmaiden,5.0,3,3.95,13,1,1,0,0
The Haunt 3,4.4,9,5.95,24,0,0,0,0
Academy of Adventure,5.0,1,3.99,54,1,0,0,0
DDAL04‐06 The Ghost (5e),4.0,28,3.99,33,1,0,0,0
DDAL-ELW05 Against the Lightning,4.9,17,4.99,40,0,1,0,0
DDAL05-13 Jarl Rising (5e),3.7,69,3.99,-1,0,1,0,0
21 Freaky Forest Encounters,4.4,7,2.49,18,1,1,0,0
DDAL05-19 Eye of Xxiphu (5e),4.4,65,3.99,-1,0,0,0,1
EB-08 Parliament of Gears,4.8,5,4.99,33,0,1,0,0
A Guide to Tales From the Yawning Portal,4.6,76,0.0,106,0,0,0,0
Phandelver's Noticeboards: 25 Quest Seeds for the Hinterlands,4.8,10,4.99,41,1,0,0,0
Night Below: An Underdark Campaign (2e),4.6,67,9.99,-1,1,1,1,0
Danger in the Dwarven Valley - maps and extra content for Rime of the Frostmaiden,5.0,7,3.95,13,1,0,0,0
Down Came A Blackbird,4.9,25,3.95,37,1,0,0,0
EB-14 From Dust,4.8,4,4.99,31,0,0,1,0
Adventure Anthology I,4.5,27,9.95,203,1,1,1,0
DDAL07-07 Rotting Roots (5e),4.5,68,2.99,-1,0,1,0,0
DDAL04-05 The Seer (5e),3.9,27,2.99,23,1,0,0,0
The Triboar Trilogy - Adventure Pack,4.6,33,2.95,38,1,0,0,0
Journeys Through the Center of the Underdark - the Bundle!,4.8,31,3.95,37,1,1,0,0
Dungeon Crawling with Style,3.3,3,1.95,22,1,0,0,0
The Dawn Chasers - Adventure,4.8,24,1.95,21,1,0,0,0
Encounters in Chult,5.0,4,4.99,28,1,1,0,0
DDAL-ELW08 The Kundarak Job,4.8,13,4.99,22,0,1,0,0
DDAL04-09 The Tempter (5e),4.2,25,2.99,42,0,1,0,0
EB-EP-03 The Rising City,4.5,2,8.95,65,0,0,1,0
Classic Modules Today - Night Below 5e Conversion,5.0,3,5.0,96,1,1,1,0
D&D Solo Adventure: Tables Of Doom - 5E Solo Adventuring,4.5,29,7.99,78,0,0,0,0
Complete Adventures of M.T. Black Vol. II,5.0,25,9.95,178,1,1,0,0
DDAL-DRW-11 Shadows in the Stacks,2.3,3,7.99,30,0,1,0,0
DDAL04-14 The Darklord (5e),3.9,35,3.99,43,0,1,0,0
Monster Hunts: Feywild,5.0,2,14.99,75,0,0,0,0
DDAL07-04 A Walk in the Park (5e),3.2,90,2.99,-1,1,0,0,0
DDAL-ELW07 Blades of Terror,4.4,11,4.99,20,0,1,0,0
DDAL05-18 The Mysterious Isle (5e),4.1,68,3.99,31,0,0,0,1
DDAL-ELW06 A Holy Visit,4.5,16,4.99,21,0,1,0,0
Masks of Theros,4.6,12,12.95,72,0,0,0,0
Table For Two,4.6,8,9.99,77,1,1,1,0
Barovia Notice Boards | A Curse of Strahd Supplement,4.5,4,4.95,25,1,0,0,0
Waterdeep's Notice Boards 2,4.6,7,4.99,30,0,0,0,0
Truly Madly Deeply: Level Zero to Hero,4.3,3,4.99,44,1,0,0,0
Veratrem's Tribal Siege - a Storm King's Thunder adventure,5.0,15,4.95,33,0,1,0,0
DDAL-ELW11 Secrets Below,4.9,15,4.99,26,0,1,0,0
The Felicity Triskelion,4.9,8,2.95,20,1,0,0,0
DDAL04-07 The Innocent (5e),3.3,23,3.99,35,0,1,0,0
Charm and Chance's Jolly Jaunt Through the Domains of Delight,-1.0,0,14.95,104,0,0,0,0
Legendary Hunts: Coastal Encounters,4.7,7,19.99,200,0,0,0,0
Danger In A Midwinter Wonderland: A Christmas One-Shot,4.5,14,2.99,10,0,1,0,0
DDAL-ELW09 Searching for Secrets,4.6,9,4.99,23,0,1,0,0
Rime of the Frostmaiden Companion 2: Ice Wind Dale,5.0,2,2.95,55,0,0,0,0
DDAL07-08 Putting the Dead to Rest (5e),3.8,66,2.99,-1,0,1,0,0
DDAL-ELW10 The Killing Blade,4.5,8,4.99,21,0,1,0,0
Song of the Mountain: A Player Primer Adventure,5.0,5,4.95,21,1,0,0,0
EB-10 Judgment of Iron,4.6,7,4.99,35,0,1,0,0
DDAL04-11 The Donjon (5e),3.6,17,3.99,46,0,1,0,0
Dragon's Breath Tavern - Adventure,4.6,39,4.95,26,1,1,0,0
The Thousand Year Storm,5.0,3,2.95,24,0,1,1,0
DDEX2-04 Mayhem in the Earthspur Mines (5e),4.3,35,2.99,37,0,1,0,0
DDEX2-01 City of Danger (5e),3.9,28,2.99,41,1,0,0,0
EB-09 Lord Bucket,4.3,4,4.99,25,0,1,0,0
Curse of Strahd: Strahd - Triple Threat,5.0,10,1.99,10,0,0,1,0
Into Ivy Mansion - Adventure,4.8,31,1.95,11,1,0,0,0
City Encounters,4.5,24,1.0,20,1,1,1,0
Abyssal Incursion,4.7,62,3.95,29,0,1,1,1
DDAL05-14 Reeducation (5e),3.3,59,3.99,-1,0,0,1,0
DDAL05-15 Reclamation (5e),3.4,60,3.99,-1,0,0,1,0
DDAL04-12 The Raven (5e),3.3,24,2.99,27,0,1,0,0
Shipwrecked! Part One,4.4,23,1.99,24,1,0,0,0
Gracklstugh Revised - Turmoil in the City of Blades,4.8,39,4.99,37,0,0,0,0
The Mines of Chult,4.6,27,14.95,60,1,1,0,0
Hell Prisons,5.0,2,0.0,28,0,1,0,0
DDAL-DRW-12 To Walk the Cold Dark,4.0,2,7.99,43,0,1,0,0
Ruins of Hisari,4.6,30,3.99,35,0,0,1,0
"Taverns, Inns, and Taprooms: In Hell",4.8,17,7.95,60,0,0,1,0
The Hound of Cabell's Tomb - A Basic Rules Adventure,4.6,86,0.0,5,1,0,0,0
Saltmarsh's Notice Boards: 30 Quest Seeds for Nautical Campaigns,4.5,8,4.99,42,1,1,0,0
Temple of the Mad Dragon Priestess,4.8,13,1.95,15,1,0,0,0
DDEX2-02 Embers of Elmwood (5e),4.3,43,2.99,29,1,0,0,0
DDAL00-12 Infernal Encounters,4.4,9,6.95,43,1,1,1,0
Waterdeep: A Tail of Two Fishies,4.8,25,5.99,61,1,0,0,0
The Korranberg Chronicle: Nightmare on the Mournland Express,4.9,24,3.99,29,0,1,0,0
,-1.0,0,0.0,-1,0,0,0,0
Haunting of Owlbear Lodge - Adventure,4.8,14,6.95,25,1,1,0,0
The Shanty of Boldbeard's Pride,5.0,17,4.95,38,0,1,0,0
The Lady of Trollskull Priory,4.5,21,3.95,20,1,0,0,0
Witchlight for the Combat-Starved (Hither),5.0,1,8.0,22,0,0,0,0
The Flying Misfortune - a Storm King's Thunder Adventure,4.8,29,2.99,9,0,1,0,0
D&D Solo Adventure: Labyrinth of Lies,4.6,11,3.99,43,0,0,0,0
Whisper Agents,5.0,4,2.95,24,0,1,0,0
"Leverage: Waterdeep - ""One Hand Washes the Other""",4.8,13,1.99,13,1,0,0,0
In Volo's Wake (5e),4.4,73,3.99,61,1,0,0,0
DDEX2-14 The Sword of Selfaril (5e),4.6,27,3.99,33,0,1,0,0
Christmas Starlight: A one-shot Christmas adventure for kids!,-1.0,0,1.99,17,1,0,0,0
DDEP10-02 Song of Spears,2.8,5,8.99,29,1,0,0,0
Encounters in the Savage Underdark,4.7,60,19.95,150,1,1,0,0
Nerzugal's Tome of Horrifying Adventures (Fantasy Grounds),5.0,4,9.99,-1,1,1,1,0
Prey the Night: Tale of the Shadow Hunter,-1.0,0,9.99,70,1,0,0,0
Extraordinary Inns & Taverns,4.9,19,4.95,-1,0,0,0,0
Revel's End Prison Break - expanded content for Rime of the Frostmaiden,4.8,4,0.0,5,0,1,0,0
Trostani Discordant,4.6,5,1.95,14,0,1,0,0
Once Upon a Winter's Eve: a 5th-level Christmas/Holiday One-Shot,4.7,7,3.95,18,0,1,0,0
EB-13 Stonefire,5.0,3,4.99,33,0,0,1,0
The Curious Case of The Calm Delilah: A Saltmarsh Horror Mini-Campaign,4.6,16,14.95,153,1,0,0,0
100 Fey Pranks,-1.0,0,1.0,5,0,0,0,0
100 Quests,4.5,4,0.99,20,0,0,0,0
Stocking Stuffers and Side Quests,-1.0,0,0.0,11,0,0,0,0
DDAL06-03 Crypt of the Death Giants (5e),4.2,41,2.99,30,0,0,0,1
Crosstown Couriers,5.0,4,2.95,19,0,1,0,0
"Hey, Mister. Can You Help Me?",4.7,49,1.95,10,1,1,1,0
"Wolpertinger, Wererat—Well!",4.9,16,2.95,28,1,0,0,0
EB-12 The Waiting Game,5.0,2,4.99,28,0,0,1,0
DDEX2-03 The Drowned Tower (5e),4.0,25,2.99,32,0,1,0,0
DDAL06-02 The Redemption of Kelvan (5e),3.9,90,2.99,-1,0,1,0,0
"Tomb of Annihilation Expanded, Part 6: Omu",4.3,3,4.95,52,0,0,0,0
Pudding Faire,4.8,80,4.95,24,1,0,0,0
Wizard in a Bottle - Adventure,4.4,50,1.95,11,1,0,0,0
EB-11 My Undying Heart,4.2,5,4.99,40,0,0,1,0
The Last Day of Sharn,5.0,1,4.95,39,0,1,0,0
And When The Dogs Start Barking: An Icewind Dale One-Shot,4.8,19,3.95,24,1,0,0,0
D&D Solo Adventure: The Tortured Land,4.9,24,9.99,132,0,0,0,0
A Chance Encounter,4.5,170,0.0,9,1,0,0,0
Toolbox Solo Adventure A1: The Dead Don't Sleep,4.4,14,1.49,12,0,0,0,0
Bitter Rivals – an Eventyr Games adventure for Baldur's Gate: Descent into Avernus,5.0,2,2.99,20,0,1,0,0
The Crumbling Stair,4.9,16,0.0,15,0,0,1,0
Yeryl's Super Happy Fun Murder Dungeon,4.9,27,6.99,26,1,0,0,0
Barovia Gazetteer: The Village of Barovia,-1.0,0,2.0,13,1,0,0,0
Candlekeep Murders: The Deadwinter Prophecy,-1.0,0,10.0,107,0,0,0,0
Deeper Descent into Avernus,5.0,3,7.99,38,1,1,1,0
Beneath the Ruins of Firestone Keep - Adventure,4.6,71,2.95,26,1,0,0,0
Murder in Baldur's Gate (5e),4.5,32,17.99,-1,1,0,0,0
Tavern Brawl Builder,4.8,25,4.95,26,1,1,0,0
DDAL08-10 The Skull Square Murders,4.2,24,4.99,49,0,1,0,0
Hellbound Heists,4.8,13,15.95,289,0,0,0,0
Wyrmdoom Hunt - expanded maps and content for Rime of the Frostmaiden,4.8,6,3.95,10,1,1,0,0
Bastion of the Frost Lord - Adventure,5.0,23,2.95,34,0,1,0,0
St. Andral's Orphanage,4.8,67,0.0,9,1,1,0,0
Goldenfields - a Storm King's Thunder DM's Resource,4.7,27,2.99,12,0,1,0,0
DDAL00-01 Window to the Past,4.5,48,5.99,64,0,1,1,1
La Guerra per il Trono,5.0,4,9.99,63,0,1,0,0
Dread of the Ice Devil,5.0,8,4.95,14,0,1,0,0
DDEX3-01 Harried in Hillsfar (5e),4.0,29,2.99,45,1,0,0,0
Return of the Lizard King,4.6,37,5.95,55,1,0,0,0
Dragonshard Sundown,4.9,8,4.95,17,1,1,0,0
From Ancient Grudge,4.7,11,2.5,28,1,1,0,0
Cupid's Sparrow: A Valentine's Day Adventure,4.3,18,2.95,13,1,1,1,0
DDAL08-07 Into the Dark,3.4,38,4.99,30,0,1,0,0
Bryn Shander - a Storm King's Thunder DM's Resource,4.2,21,2.99,11,0,0,0,0
The Eleventh Hour - A Guide to the Wild Beyond the Witchlight,4.7,3,6.99,50,0,0,0,0
The Picture of Daelian Greaves: A One-Shot Gothic Horror Adventure,-1.0,0,1.95,17,1,0,0,0
To Wake The Leviathan,4.6,49,3.95,24,0,0,1,0
The Throne of Bone - Adventure,4.9,36,6.95,28,0,1,0,0
"Villains & Lairs IV - the Dead, Damned, & Decaying",5.0,14,14.95,160,0,0,0,0
Ravenloft: Realm of the Blood Queen,5.0,7,19.99,379,0,0,0,0
DDEX2-12 Dark Rites at Fort Dalton (5e),3.9,28,2.99,24,1,0,0,0
The Starlight Relic (A Requiem of Wings #3),4.8,14,1.99,23,0,1,0,0
The Adventure Collection Vol. I,4.8,25,24.95,205,1,1,0,0
Gardens of Fog,4.9,15,6.99,16,1,0,0,0
Temple of the Nightbringers - Adventure,4.5,60,1.95,11,1,0,0,0
DDEX2-11 Oubliette of Fort Iron (5e),4.3,38,2.99,27,1,0,0,0
Triboar Trail Non-Combat Encounters,4.6,15,0.99,9,0,0,0,0
One-Shot: The Shriveled Woman,4.8,22,4.99,16,1,0,0,0
DDEX2-15 Black Heart of Vengeance (5e),4.4,19,3.99,35,0,1,0,0
City Of Eyes (3.0),5.0,2,19.99,109,0,0,0,0
DDEX3-06 No Foolish Matter (5e),4.0,31,2.99,21,1,0,0,0
DDEX2-07 Bounty in the Bog (5e),4.1,20,2.99,41,0,1,0,0
Killer Kobolds!,4.8,39,4.95,36,0,1,1,0
"50 MORE Notice Boards: Quests, Contracts, and Bounties",5.0,7,3.95,27,0,0,0,0
DDEX2-08 Foulness Beneath Mulmaster (5e),4.4,23,2.99,25,1,0,0,0
The Tomb of Crossed Words,4.2,14,2.0,13,1,0,0,0
The Carnival: Adventure Setting and Witchlight Expansion,-1.0,0,14.99,24,0,1,0,0
Companion Guide to Neverwinter,3.9,15,1.0,10,0,0,0,0
The Witch of Underwillow,4.8,39,1.5,8,1,0,0,0
A Night of Fright! 2: The Lich's Ghost,5.0,3,6.95,37,0,1,0,0
Notice Board: 50 Quest Seeds for Towns and Cities,4.7,25,6.95,56,1,1,0,0
DDAL09-05 Faces of Fortune: the Story of Fai Chen,4.2,10,4.99,34,0,1,0,0
"Tomb of Annihilation Expanded, Part 1: Port Nyanzaru",5.0,2,4.95,20,1,0,0,0
Barovia Gazetteer: The Old Bonegrinder,-1.0,0,2.0,12,0,0,0,0
Daerdan's Tall Tales: 101 Seafaring Encounters,5.0,9,8.95,100,1,1,1,0
Invasion from the Planet of Tarrasques,4.9,31,3.99,27,0,0,0,1
Jungle Treks,4.8,40,4.99,36,1,1,0,0
DDEX2-06 Breath of the Yellow Rose (5e),4.1,24,3.99,41,1,0,0,0
Escape from Riedra: An Across Eberron Adventure,5.0,10,9.95,71,0,1,0,0
"Sea of Moving Ice, Gods of Fury - expanded maps and content for Rime of the Frostmaiden",5.0,7,3.95,14,0,1,0,0
Real Housewives of Ravenloft,4.6,7,5.0,30,1,1,0,0
The Lost Kenku (5e),4.6,9,4.99,9,1,0,0,0
Heart of the Wild,4.5,15,3.95,30,0,1,0,0
"Leverage: Waterdeep - ""Waste Not, Want Not""",4.3,10,1.99,17,1,0,0,0
Clonker's Guide to Being a Hero,4.8,11,14.95,64,1,0,0,0
"Sharn II, Council of Roaches",4.6,15,4.95,50,1,1,0,0
DDEX2-05 Flames of Kythorn (5e),4.0,24,2.99,30,1,0,0,0
The Horror of Ashwood Crypt: A Horror One Shot Adventure,4.8,4,2.95,23,1,0,0,0
Secrets of Shilku - maps and extra content for Tomb of Annihilation,5.0,6,3.95,18,1,1,0,0
"Sharn III, City of Monsters",4.5,12,4.95,43,0,1,0,0
Quick Encounter #7 - Roadside,-1.0,0,0.0,1,1,0,0,0
Magic Village for Sale - Adventure,4.9,16,1.95,12,1,1,0,0
DDEX2-16 Boltsmelter's Book (5e),3.8,18,3.99,34,0,1,0,0
Group Patrons for Waterdeep,5.0,2,14.95,105,0,0,0,0
Honor Among Thieves,4.5,8,2.0,12,0,0,0,0
DDEX2-13 The Howling Void (5e),4.0,16,3.99,46,0,1,0,0
Nameia's Laboratory,4.7,18,2.95,20,0,1,0,0
Curse of Strahd: Beneath the Stained Abbey,5.0,6,4.99,37,0,0,0,0
Court of the Pixie Queen,5.0,4,3.99,30,1,0,0,0
Starter Set Paper Miniatures: Lost Mines of Phandelver,5.0,12,7.95,24,1,0,0,0
T1 The Village of Hommlet (1e),4.4,52,4.99,-1,1,0,0,0
Encounters in the Savage Jungles,4.8,24,14.95,80,0,1,0,0
AE01-02 Live Another Day by Dave Knighton,4.9,21,4.95,17,1,0,0,0
DDAL09-06 Infernal Insurgency,3.5,17,4.99,31,0,1,0,0
DDEX03-13 Writhing in the Dark (5e),4.2,21,2.99,-1,1,0,0,0
DDEX2-09 Eye of the Tempest (5e),4.3,17,4.99,68,0,1,0,0
Quick Encounter #8 - Eagle Nest,-1.0,0,0.0,1,1,1,0,0
Return of the Azure Bonds (Fantasy Grounds),-1.0,0,19.95,-1,0,1,0,0
Icewind Dale - Setting Guidebook,4.8,6,9.95,62,0,0,0,0
Whispers in the Nsi Wastes - maps and extra content for Tomb of Annihilation,5.0,10,3.95,17,1,1,0,0
DDEX03-16 Assault on Maerimydra (5e),4.3,19,4.99,-1,0,0,1,0
WBW-DC-ZODIAC-01 The Pied Piper and the Rat King,5.0,1,4.99,48,0,0,0,0
Blackwater Redux | An Eberron Campaign,4.9,8,14.95,77,1,0,0,0
DDAL08-04 A Wrinkle in the Weave,1.9,63,4.99,24,1,0,0,0
Kłopoty z goblinami,5.0,56,3.99,84,0,0,0,0
"Heisting Xanathar's Lair (maps, heist guidelines and DM's resources for Chapter 5: Spring Madness)",4.9,7,3.99,29,0,1,0,0
DDAL09-07 The Diabolical Dive,4.8,8,4.99,46,0,1,0,0
Eberron Solo Adventure: The Saviour of Sharn,4.7,26,8.95,100,0,0,0,0
Poop Bird Poop Fight,4.8,13,6.99,17,0,1,1,0
They Came from the Deep [PLL-2],5.0,4,5.95,44,0,0,0,1
The Last Resort WBW-DC-TLRMB-02,-1.0,0,2.99,22,1,0,0,0
Tempel der Nachtbringer,4.7,12,1.95,13,1,0,0,0
EB-EP-02 Rolling Thunder,4.8,5,8.95,58,0,1,0,0
The Low Crater - A 6th Level Adventure,4.9,19,2.0,16,0,0,0,0
The Secret of Skyhold Tower - Adventure,4.8,28,2.95,29,0,1,0,0
Death in the Cornfields,4.4,54,1.0,4,1,0,0,0
The Old Host,5.0,5,5.99,51,1,1,0,0
"DDAL07-10 Fire, Ash, and Ruin (5e)",2.6,63,3.99,-1,0,0,1,0
Like a Bard Outta' Hell - An All-Bard One-Shot,4.9,9,3.0,16,0,1,0,0
Neverwinter Noir: An Adventure in Three Acts,-1.0,0,9.99,51,1,0,0,0
One-Page One-Shot #1 - Carbuncle Quest,4.7,6,1.99,4,1,0,0,0
Tome of Adventures,4.3,13,14.95,296,1,1,1,0
Quick Encounter #9 - Madman,-1.0,0,0.0,1,1,0,0,0
CCC-BMG-01 CORE 1-1 A Scream in the Night,4.3,26,4.99,42,1,0,0,0
Amongst Thou,4.7,3,3.95,14,1,1,1,1
Escape from Malar's Throat - maps and extra content for Tomb of Annihilation,5.0,7,1.99,10,1,0,0,0
DDAL07-18 Turn Back the Endless Night,4.2,29,3.99,41,0,0,0,1
DDAL09-20 Where Devils Fear to Tread,4.3,10,4.99,41,0,0,0,1
The Golem of Dwell,5.0,3,3.95,23,0,0,1,0
The Missing One-Eyed Cat - Level 10 Mini Adventure,5.0,10,0.0,-1,0,1,0,0
DDAL08-05 Hero of the Troll Wars,3.3,48,4.99,23,1,0,0,0
DDEX3-02 Shackles of Blood (5e),3.8,25,3.99,34,1,0,0,0
AE01-12 Lost in Dreams by Nausicaä Enriquez,4.8,10,4.95,31,0,1,0,0
DDAL07-09 Unusual Opposition (5e),4.1,46,3.99,-1,0,0,1,0
DDEX3-12 Hillsfar Reclaimed (5e),4.8,15,2.99,-1,1,0,0,0
"Tomb of Annihilation Expanded, Part 3: The Ruins of Mezro",4.3,3,4.95,42,0,1,0,0
Secrets of the Blind Palace,4.9,29,2.99,42,1,0,0,0
DDEX3-07 Herald of the Moon (5e),4.3,21,3.99,39,1,1,0,0
Ravnica Encounters,4.8,6,7.95,38,1,1,0,0
Ghosts of Saltmarsh Wanted Posters,4.5,4,2.99,16,0,0,0,0
DDEX3-11 The Quest for Sporedome (5e),3.7,23,2.99,26,1,1,0,0
Goblin Heist,4.8,19,2.5,15,1,0,0,0
DDAL-DRWEP-02 Wings of Death,5.0,3,8.99,74,0,0,1,1
Encounters in Saltmarsh,5.0,4,7.99,46,1,1,1,0
Curse of the Aldani,4.8,5,2.95,14,1,0,0,0
Diamond Heist,4.8,10,2.95,14,0,1,0,0
DDAL08-11 Poisoned Words,4.2,17,4.99,46,0,1,0,0
Smoke on the Water,3.0,2,1.95,18,1,1,0,0
"AE01-13 Skyfall by Imogen Gingell, Patrick Dunning, Jarrod Taylor, and Ed Chivers",5.0,8,8.95,63,0,1,0,0
D&D5e The Legend of Sir Nicholas,-1.0,0,4.0,26,1,0,0,0
DDEX3-05 Bane of the Tradeways (5e),4.5,26,3.99,30,1,0,0,0
Scarab of Death,4.9,18,3.95,30,0,1,1,0
Barovian Folk Tales,-1.0,0,4.99,30,0,0,0,0
AE01-11 A Heart in Mourning by Chad Justis & Aaron Killeen,5.0,7,4.95,27,0,1,0,0
DDAL08-06 Purging the Blood,3.1,40,4.99,25,1,0,0,0
The Faerie Coffins,4.9,11,3.99,15,1,0,0,0
Classic Modules Today: B2 The Keep on the Borderlands 5e,3.8,19,2.95,10,0,0,0,0
SOLO EPA 01: Eight Petals Argent,4.9,22,14.99,424,1,0,0,0
DDAL08-12 Xanathar's Wrath,3.5,16,4.99,40,0,1,0,0
DDAL09-08 In the Garden of Evil,3.9,10,4.99,33,0,1,0,0
Ravenloft Gazetteer: Barovia Volume 1,4.7,12,1.99,12,0,1,0,0
Odyssey Anthology Volume I: In Callaphe's Wake,4.0,6,14.95,73,1,1,1,1
The Acolyte Survivor,5.0,1,1.85,22,1,0,0,0
The Woodsman of Wintermere - A Wood Bound Mystery Module for 5E,-1.0,0,1.99,30,0,1,0,0
DDAL08-08 Crypt of the Dark Kiss,2.9,29,4.99,22,0,1,0,0
DDEX03-14 Death on the Wall (5e),4.4,11,2.99,-1,1,0,0,0
DDAL08-09 Fangs and Frogs,2.8,31,4.99,30,0,1,0,0
DDEX03-15 Szith Morcane Unbound (5e),4.1,13,3.99,-1,0,1,0,0
200 Non-Combat Encounters,5.0,2,0.0,44,1,0,0,0
AE01-03 Rime or Reason by David Morris & Anthony Turco,4.8,18,4.95,24,1,0,0,0
AE01-04 Living Legend by Will Brolley & Mark Navarre-Jones,4.5,18,4.95,19,1,0,0,0
DDEX3-09 The Waydown (5e),4.1,22,3.99,36,1,1,0,0
"Secrets of Icespire: Notice Boards, Encounters, and Bounties for the Hinterlands",5.0,10,9.95,77,0,0,0,0
Venture Through the Dreamscape - a Duet Adventure,4.7,10,1.49,4,1,0,0,0
"Leverage: Waterdeep - ""Putting the Cart Before the Horse""",4.7,4,1.99,23,0,0,0,0
DDAL00-03 Those That Came Before,4.2,33,5.99,37,0,0,1,1
DDEX3-04 It's All in the Blood (5e),3.3,8,4.99,56,0,1,1,0
D&D Solo Adventure: The Death Knight's Squire (Fantasy Grounds),4.7,53,14.99,-1,1,0,0,0
"The Caverns of Chaos: Puzzles, Riddles, Tricks & Traps",4.4,14,2.0,19,0,0,0,0
AE01-09 Weathering the Storm by Jarrod Taylor,5.0,10,4.95,28,0,1,0,0
A Cold Day in Hell – a hellish holiday adventure for Baldur's Gate: Descent into Avernus,5.0,1,2.99,14,0,1,0,0
DDAL09-19 Fang and Claw,4.3,7,4.99,36,0,0,0,1
"Tomb of Annihilation Expanded, Part 2: Needle's Bones",5.0,1,4.95,34,1,0,0,0
DDEX3-03 The Occupation of Szith Morcane (5e),4.5,13,3.99,45,0,1,0,0
AE01-06 Night's Gambit by Imogen Gingell,5.0,9,4.95,27,1,0,0,0
Shadows on the Long Road - Adventure,4.7,34,1.95,17,1,0,0,0
AE01-08 March of Madness by Andrew Bishkinskyi,5.0,9,4.95,32,0,1,0,0
"Tomb of Annihilation Expanded, Part 5: Mbala",4.0,2,4.95,47,0,0,0,0
Infernal Bounty – an infernal encounter for Baldur's Gate: Descent into Avernus,5.0,9,0.0,2,0,1,0,0
DDEX3-08 The Malady of Elventree (5e),4.1,11,3.99,34,1,1,0,0
Last Christmas,4.7,19,5.99,66,1,0,0,0
D&D Solo Adventure: The Dread Vault of Tgozur,4.9,9,3.99,31,0,0,0,0
DDAL09-09 Ruined Prospects,4.1,12,4.99,27,0,1,0,0
Roots of Evil,-1.0,0,0.0,6,1,0,0,0
DDEP10-01 Terror in Ten Towns,4.0,3,8.99,39,1,0,0,0
DDAL-DRW01 Breaking Umberlee's Resolve,4.2,17,4.99,28,0,1,0,0
DDAL07-15 Streams of Crimson,4.2,33,3.99,48,0,0,0,1
AE01-05 Perfect Timing by Derek Myers & Laura Hirsbrunner,4.9,15,4.95,37,1,0,0,0
Rise of the Necromancer,4.5,108,0.0,18,1,0,0,0
Volo's Guide to Getting Murdered,4.8,6,4.95,45,1,1,0,0
AE01-10 At Death's Door by Patrick Dunning,5.0,8,4.95,34,1,0,0,0
The Secret of Karnov Mansion - Adventure,4.6,14,4.95,24,0,1,0,0
The Summer Games: A Feywild Adventure,4.3,22,3.95,8,0,1,0,0
Icewind Dale: Rime of the Frostmaiden Map Pack+,4.0,3,2.99,-1,0,0,0,0
DDAL-DRW-08 The Harrowing of Hell,5.0,4,4.99,50,0,0,0,1
CCC-WWC-01 In the Face of Fear,4.7,33,2.99,19,1,0,0,0
A Zib For Your Thoughts (5e),4.5,11,4.99,17,1,0,0,0
Murder at Moonveil Manor,4.3,74,0.0,15,0,0,0,0
Tales from the Feywild: 36 Random Encounters,5.0,1,6.99,46,1,1,0,0
AE01-07 The Silvered Edge of Twilight by Ed Chivers & Will Brolley,4.3,11,4.95,32,1,0,0,0
A Small Problem,4.9,14,1.95,11,1,0,0,0
DDAL-DRW-04 Foreign Affairs,4.8,4,4.99,37,0,0,1,0
Giantslayer - Adventure,4.9,36,1.95,14,1,0,0,0
Mother Haggle's Notice Board - Omnibus,4.8,24,0.0,102,1,1,0,0
